Bits Modulo,Tiempo con TXR,Tiempo sin TXR
512,0.18992185592651367,0.4409656524658203
1024,0.9794859886169434,3.079338788986206
2048,6.578501462936401,21.962423086166382
4096,42.756656646728516,141.09210014343262
